itemID,definition,item,category,type,choices,gloss,uni_lemma
item_1,苹果,1_ping2guo3,food_drink,word,understands; produces,apple,apple
item_2,香蕉,2_xiang1jiao1,food_drink,word,understands; produces,banana,banana
item_3,面包,3_mian4bao1,food_drink,word,understands; produces,bread,bread
item_4,蛋糕,4_dan4gao1,food_drink,word,understands; produces,cake,cake
item_5,饼干,5_bing3gan1,food_drink,word,understands; produces,cookie,cookie
item_6,肉,6_rou4,food_drink,word,understands; produces,meat,meat
item_6,肉,6_rou4,food_drink,word,understands; produces,grass,grass
item_7,牛奶,7_niu2nai3,food_drink,word,understands; produces,milk,milk
item_8,水,8_shui3,food_drink,word,understands; produces,water (beverage),water (beverage)
item_8,水,8_shui3,food_drink,word,understands; produces,water (not beverage),water (not beverage)
item_9,鸡蛋,9_ji1dan4,food_drink,word,understands; produces,egg,egg
item_10,鱼,10_yu2,food_drink,word,understands; produces,fish (food),fish (food)
item_10,鱼,10_yu2,food_drink,word,understands; produces,fish (animal),fish (animal)
item_11,面条,11_mian4tiao2,food_drink,word,understands; produces,noodles,pasta
item_12,桔子,12_ju2zi5,food_drink,word,understands; produces,orange,orange (food)
item_13,馒头,13_man2tou5,food_drink,word,understands; produces,bun,bun
item_14,糖,14_tang2,food_drink,word,understands; produces,sugar,sugar
item_15,饭,15_fan4,food_drink,word,understands; produces,food,food
item_16,稀饭,16_xi1fan4,food_drink,word,understands; produces,porridge,porridge
item_17,梨,17_li2,food_drink,word,understands; produces,pear,pear
item_18,菜,18_cai4,food_drink,word,understands; produces,dish,dish
item_19,包子,19_bao1zi5,food_drink,word,understands; produces,bun,bun
item_20,饺子,20_jiao3zi5,food_drink,word,understands; produces,dumpling,dumpling
item_21,草莓,21_cao3mei2,food_drink,word,understands; produces,strawberry,strawberry
item_22,黄瓜,22_huang2gua1,food_drink,word,understands; produces,cucumber,cucumber
item_23,豆腐,23_dou4fu5,food_drink,word,understands; produces,tofu,tofu
item_24,萝卜,24_luo2bo5,food_drink,word,understands; produces,carrots,carrot
item_25,床,25_chuang2,furniture_rooms,word,understands; produces,bed,bed
item_26,电视,26_dian4shi4,furniture_rooms,word,understands; produces,tv,TV
item_27,门,27_men2,furniture_rooms,word,understands; produces,door,door
