itemID,item,type,category,choices,definition,item_id,original_category,gloss,uni_lemma
item_36,item_36,word,sounds,understands; produces,aïe,item_8,Cris d'animaux et sons,NA,ouch
item_37,item_37,word,sounds,understands; produces,allô,item_7,Cris d'animaux et sons,NA,hi
item_38,item_38,word,sounds,understands; produces,bêe bêe,item_1,Cris d'animaux et sons,NA,baa baa
item_39,item_39,word,sounds,understands; produces,cocorico,item_3,Cris d'animaux et sons,cockadoodledoo,cockadoodledoo
item_40,item_40,word,sounds,understands; produces,coin-coin,item_9,Cris d'animaux et sons,NA,quack quack
item_41,item_41,word,sounds,understands; produces,grrrr,item_4,Cris d'animaux et sons,grrr,grrr
item_42,item_42,word,sounds,understands; produces,meuh,item_6,Cris d'animaux et sons,moo,moo
item_43,item_43,word,sounds,understands; produces,miam-miam,item_13,Cris d'animaux et sons,NA,yum yum
item_44,item_44,word,sounds,understands; produces,miaou,item_5,Cris d'animaux et sons,meow,meow
item_45,item_45,word,sounds,understands; produces,ohoh,item_10,Cris d'animaux et sons,NA,uh oh
item_46,item_46,word,sounds,understands; produces,ouaf-ouaf,item_12,Cris d'animaux et sons,NA,woof woof
item_47,item_47,word,sounds,understands; produces,tchou tchou,item_2,Cris d'animaux et sons,choo choo,choo choo
item_48,item_48,word,sounds,understands; produces,vroum,item_11,Cris d'animaux et sons,vroom,vroom
item_49,item_49,word,games_routines,understands; produces,ainsi font font,item_265,Jeux et routines,??,NA
item_50,item_50,word,games_routines,understands; produces,attends,NA,NA,NA,wait
item_51,item_51,word,games_routines,understands; produces,au revoir,item_256,Jeux et routines,bye,bye
item_52,item_52,word,games_routines,understands; produces,bain,item_254,Jeux et routines,bath,bath
item_53,item_53,word,games_routines,understands; produces,bonjour,item_259,Jeux et routines,hi,hi
item_54,item_54,word,games_routines,understands; produces,bonne nuit,item_263,Jeux et routines,good night,good night
item_55,item_55,word,games_routines,understands; produces,bravo,item_271,Jeux et routines,bravo,bravo
item_56,item_56,word,games_routines,understands; produces,chut,item_268,Jeux et routines,shh,shh
item_57,item_57,word,games_routines,understands; produces,coucou,item_266,Jeux et routines,peekaboo,peekaboo
item_58,item_58,word,games_routines,understands; produces,déjeuner,item_261,Jeux et routines,lunch,lunch
item_59,item_59,word,games_routines,understands; produces,dîner,item_257,Jeux et routines,dinner,dinner
item_60,item_60,word,games_routines,understands; produces,merci,item_269,Jeux et routines,thank you,thank you
item_61,item_61,word,games_routines,understands; produces,ne fais pas,item_258,Jeux et routines,don’t do,don't
item_62,item_62,word,games_routines,understands; produces,non,item_264,Jeux et routines,no,no
item_63,item_63,word,games_routines,understands; produces,oui,item_270,Jeux et routines,yes,yes
item_64,item_64,word,games_routines,understands; produces,petit déjeuner,item_255,Jeux et routines,breakfast,breakfast
item_65,item_65,word,games_routines,understands; produces,s'il te plaît,item_267,Jeux et routines,NA,NA
item_66,item_66,word,games_routines,understands; produces,salut,item_260,Jeux et routines,hi,hi
item_67,item_67,word,games_routines,understands; produces,sieste,item_262,Jeux et routines,nap,nap
item_68,item_68,word,games_routines,understands; produces,veux,NA,NA,NA,NA
item_69,item_69,word,animals,understands; produces,abeille,item_48,Noms d'animaux (vrais ou jouets),bee,bee
item_70,item_70,word,animals,understands; produces,agneau,item_68,Noms d'animaux (vrais ou jouets),lamb,lamb
item_71,item_71,word,animals,understands; produces,âne,item_58,Noms d'animaux (vrais ou jouets),donkey,donkey
item_72,item_72,word,animals,understands; produces,animal,item_46,Noms d'animaux (vrais ou jouets),animal,animal
item_73,item_73,word,animals,understands; produces,bébé chat,item_67,Noms d'animaux (vrais ou jouets),kitty,kitty
item_74,item_74,word,animals,understands; produces,bébé chien,item_76,Noms d'animaux (vrais ou jouets),puppy,puppy
item_75,item_75,word,animals,understands; produces,biche,item_56,Noms d'animaux (vrais ou jouets),deer,deer
item_76,item_76,word,animals,understands; produces,canard,item_59,Noms d'animaux (vrais ou jouets),duck,duck
item_77,item_77,word,animals,understands; produces,chat,item_53,Noms d'animaux (vrais ou jouets),cat,cat
item_78,item_78,word,animals,understands; produces,cheval,item_66,Noms d'animaux (vrais ou jouets),horse,horse
item_79,item_79,word,animals,understands; produces,chèvre,item_64,Noms d'animaux (vrais ou jouets),goat,goat
item_80,item_80,word,animals,understands; produces,chien,item_57,Noms d'animaux (vrais ou jouets),dog,dog
item_81,item_81,word,animals,understands; produces,cochon,item_74,Noms d'animaux (vrais ou jouets),pig,pig
item_82,item_82,word,animals,understands; produces,dindon,item_81,Noms d'animaux (vrais ou jouets),turkey,turkey
item_83,item_83,word,animals,understands; produces,écureuil,item_78,Noms d'animaux (vrais ou jouets),squirrel,squirrel
item_84,item_84,word,animals,understands; produces,éléphant,item_60,Noms d'animaux (vrais ou jouets),elephant,elephant
item_85,item_85,word,animals,understands; produces,girafe,item_63,Noms d'animaux (vrais ou jouets),giraffe,giraffe
item_86,item_86,word,animals,understands; produces,grenouille,item_62,Noms d'animaux (vrais ou jouets),frog,frog
item_87,item_87,word,animals,understands; produces,hibou,item_72,Noms d'animaux (vrais ou jouets),owl,owl
item_88,item_88,word,animals,understands; produces,lapin,item_51,Noms d'animaux (vrais ou jouets),bunny,bunny
item_89,item_89,word,animals,understands; produces,lion,item_69,Noms d'animaux (vrais ou jouets),lion,lion
item_90,item_90,word,animals,understands; produces,mouton,item_77,Noms d'animaux (vrais ou jouets),sheep,sheep
item_91,item_91,word,animals,understands; produces,nounours,item_79,Noms d'animaux (vrais ou jouets),teddybear,teddybear
item_92,item_92,word,animals,understands; produces,oie,item_65,Noms d'animaux (vrais ou jouets),goose,goose
item_93,item_93,word,animals,understands; produces,oiseau,item_49,Noms d'animaux (vrais ou jouets),bird,bird
item_94,item_94,word,animals,understands; produces,ours,item_47,Noms d'animaux (vrais ou jouets),bear,bear
item_95,item_95,word,animals,understands; produces,papillon,item_52,Noms d'animaux (vrais ou jouets),butterfly,butterfly
item_96,item_96,word,animals,understands; produces,petite bête,item_50,Noms d'animaux (vrais ou jouets),(??),NA
item_97,item_97,word,animals,understands; produces,pingouin,item_73,Noms d'animaux (vrais ou jouets),NA,penguin
item_98,item_98,word,animals,understands; produces,poisson,item_61,Noms d'animaux (vrais ou jouets),fish (animal),fish (animal)
item_99,item_99,word,animals,understands; produces,poney,item_75,Noms d'animaux (vrais ou jouets),pony,pony
item_100,item_100,word,animals,understands; produces,poule,item_54,Noms d'animaux (vrais ou jouets),chicken (animal),chicken (animal)
item_100,item_100,word,animals,understands; produces,poule,item_85,Noms d'animaux (vrais ou jouets),chicken (animal),chicken (animal)
item_101,item_101,word,animals,understands; produces,singe,item_70,Noms d'animaux (vrais ou jouets),monkey,monkey
item_102,item_102,word,animals,understands; produces,souris,item_71,Noms d'animaux (vrais ou jouets),mouse,mouse
item_103,item_103,word,animals,understands; produces,tigre,item_80,Noms d'animaux (vrais ou jouets),tiger,tiger
item_104,item_104,word,animals,understands; produces,tortue,item_82,Noms d'animaux (vrais ou jouets),turtle,turtle
item_105,item_105,word,animals,understands; produces,vache,item_55,Noms d'animaux (vrais ou jouets),cow,cow
item_106,item_106,word,food_drink,understands; produces,baguette,item_121,Nourriture et boisson,baguette,bread
item_107,item_107,word,food_drink,understands; produces,banane,NA,NA,banana,banana
item_108,item_108,word,food_drink,understands; produces,beurre,item_109,Nourriture et boisson,butter,butter
item_109,item_109,word,food_drink,understands; produces,boisson,item_116,Nourriture et boisson,drink (beverage),drink (beverage)
item_110,item_110,word,food_drink,understands; produces,café,item_98,Nourriture et boisson,coffee,coffee
item_111,item_111,word,food_drink,understands; produces,carotte,item_115,Nourriture et boisson,NA,carrot
item_112,item_112,word,food_drink,understands; produces,céréales,item_91,Nourriture et boisson,cereal,cereal
item_113,item_113,word,food_drink,understands; produces,clémentine,item_118,Nourriture et boisson,clementine,clementine
item_114,item_114,word,food_drink,understands; produces,cornflakes,item_92,Nourriture et boisson,cornflakes,cheerios
item_115,item_115,word,food_drink,understands; produces,eau,item_117,Nourriture et boisson,water (beverage),water (beverage)
item_116,item_116,word,food_drink,understands; produces,fromage,item_94,Nourriture et boisson,cheese,cheese
item_117,item_117,word,food_drink,understands; produces,gâteau,item_111,Nourriture et boisson,cake,cake
item_118,item_118,word,food_drink,understands; produces,gâteaux apéro,item_102,Nourriture et boisson,NA,cracker
item_119,item_119,word,food_drink,understands; produces,glace,item_110,Nourriture et boisson,ice cream,ice cream
item_120,item_120,word,food_drink,understands; produces,jus de fruit,item_112,Nourriture et boisson,juice,juice
item_121,item_121,word,food_drink,understands; produces,lait,item_90,Nourriture et boisson,milk,milk
item_122,item_122,word,food_drink,understands; produces,nourriture,item_108,Nourriture et boisson,food,food
item_123,item_123,word,food_drink,understands; produces,œuf,item_105,Nourriture et boisson,egg,egg
item_124,item_124,word,food_drink,understands; produces,orange,item_93,Nourriture et boisson,orange (fruit),orange (food)
item_125,item_125,word,food_drink,understands; produces,pain,item_107,Nourriture et boisson,bread,bread
item_126,item_126,word,food_drink,understands; produces,pâtes,item_123,Nourriture et boisson,pasta,pasta
item_127,item_127,word,food_drink,understands; produces,petits gâteaux,item_100,Nourriture et boisson,small cake,muffin
item_128,item_128,word,food_drink,understands; produces,petits pois,item_120,Nourriture et boisson,peas,peas
item_129,item_129,word,food_drink,understands; produces,pizza,item_97,Nourriture et boisson,pizza,pizza
item_130,item_130,word,food_drink,understands; produces,poisson,item_106,Nourriture et boisson,fish (food),fish (food)
item_131,item_131,word,food_drink,understands; produces,pomme,item_104,Nourriture et boisson,apple,apple
item_132,item_132,word,food_drink,understands; produces,poulet,item_96,Nourriture et boisson,chicken (food),chicken (food)
item_133,item_133,word,food_drink,understands; produces,purée,item_119,Nourriture et boisson,mashed potato,potato
item_134,item_134,word,food_drink,understands; produces,raisin,item_99,Nourriture et boisson,grapes,grapes
item_135,item_135,word,food_drink,understands; produces,soupe,item_122,Nourriture et boisson,soup,soup
item_136,item_136,word,food_drink,understands; produces,spaghetti,item_101,Nourriture et boisson,pasta,pasta
item_137,item_137,word,food_drink,understands; produces,sucre,item_113,Nourriture et boisson,sugar,sugar
item_138,item_138,word,food_drink,understands; produces,tartine,item_103,Nourriture et boisson,tartine,toast
item_139,item_139,word,food_drink,understands; produces,viande,item_114,Nourriture et boisson,meat,meat
item_140,item_140,word,toys,understands; produces,balle,item_28,Jouets,ball,ball
item_141,item_141,word,toys,understands; produces,ballon,item_29,Jouets,ball,ball
item_142,item_142,word,toys,understands; produces,bulles,item_32,Jouets,bubbles,bubbles
item_143,item_143,word,toys,understands; produces,crayon,item_34,Jouets,pen/pencil,pen/pencil
item_144,item_144,word,toys,understands; produces,cube,item_30,Jouets,cube,blocks
item_145,item_145,word,toys,understands; produces,livre,item_31,Jouets,book,book
item_146,item_146,word,toys,understands; produces,poupée,item_33,Jouets,doll,doll
item_147,item_147,word,body_parts,understands; produces,aïe bobo,NA,NA,owie,owie
item_148,item_148,word,body_parts,understands; produces,bouche,item_205,Parties du corps,mouth,mouth
item_149,item_149,word,body_parts,understands; produces,bras,item_192,Parties du corps,arm,arm
item_150,item_150,word,body_parts,understands; produces,cheveux,item_200,Parties du corps,hair,hair
