field,column,group,type
,s_no,,
study_id,subj_num,child,study_id
date_of_test,dot,admin,date_of_test
date_of_birth,dob,child,date_of_birth
sex,gender,child,sex
,age,,
item_1,item_001,item,word
item_2,item_002,item,word
item_3,item_003,item,word
item_4,item_004,item,word
item_5,item_005,item,word
item_6,item_006,item,word
item_7,item_007,item,word
item_8,item_008,item,word
item_9,item_009,item,word
item_10,item_010,item,word
item_11,item_011,item,word
item_12,item_012,item,word
item_13,item_013,item,word
item_14,item_014,item,word
item_15,item_015,item,word
item_16,item_016,item,word
item_17,item_017,item,word
item_18,item_018,item,word
item_19,item_019,item,word
item_20,item_020,item,word
item_21,item_021,item,word
item_22,item_022,item,word
item_23,item_023,item,word
item_24,item_024,item,word
item_25,item_025,item,word
item_26,item_026,item,word
item_27,item_027,item,word
item_28,item_028,item,word
item_29,item_029,item,word
item_30,item_030,item,word
item_31,item_031,item,word
item_32,item_032,item,word
item_33,item_033,item,word
item_34,item_034,item,word
item_35,item_035,item,word
item_36,item_036,item,word
item_37,item_037,item,word
item_38,item_038,item,word
item_39,item_039,item,word
item_40,item_040,item,word
item_41,item_041,item,word
item_42,item_042,item,word
item_43,item_043,item,word
item_44,item_044,item,word
item_45,item_045,item,word
item_46,item_046,item,word
item_47,item_047,item,word
item_48,item_048,item,word
item_49,item_049,item,word
item_50,item_050,item,word
item_51,item_051,item,word
item_52,item_052,item,word
item_53,item_053,item,word
item_54,item_054,item,word
item_55,item_055,item,word
item_56,item_056,item,word
item_57,item_057,item,word
item_58,item_058,item,word
item_59,item_059,item,word
item_60,item_060,item,word
item_61,item_061,item,word
item_62,item_062,item,word
item_63,item_063,item,word
item_64,item_064,item,word
item_65,item_065,item,word
item_66,item_066,item,word
item_67,item_067,item,word
item_68,item_068,item,word
item_69,item_069,item,word
item_70,item_070,item,word
item_71,item_071,item,word
item_72,item_072,item,word
item_73,item_073,item,word
item_74,item_074,item,word
item_75,item_075,item,word
item_76,item_076,item,word
item_77,item_077,item,word
item_78,item_078,item,word
item_79,item_079,item,word
item_80,item_080,item,word
item_81,item_081,item,word
item_82,item_082,item,word
item_83,item_083,item,word
item_84,item_084,item,word
item_85,item_085,item,word
item_86,item_086,item,word
item_87,item_087,item,word
item_88,item_088,item,word
